Bin01,Bin02,Bin03,Bin04,Bin05,Bin06,Bin07,Bin08,Bin09,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18
6.57716,9.22641,4.01163,9.95585,6.69894,6.13168,5.24735,2.47605,2.92023,3.30176,0.692993,3.12633,1.65761,2.9099,3.03254,2.55465,2.54729,3.79386
28.0243,5.88152,7.67896,13.3352,8.24936,5.44533,5.71403,4.51575,4.95294,3.19778,3.30127,1.61459,2.30817,2.48005,1.72331,1.97116,2.30315,1.16787
8.5606,19.8028,7.25802,20.2302,8.14571,3.10453,5.89891,7.26849,2.36681,3.03487,2.23194,3.02044,1.2011,1.65387,3.71994,3.3378,2.57805,1.04054
8.80814,11.2899,9.12131,11.8135,3.6108,4.95094,3.92066,9.26631,3.20138,7.26798,6.11086,2.33424,3.76566,3.71236,3.6789,2.3859,2.64805,2.11039
9.81842,10.4089,8.11342,7.35471,6.07357,1.35932,4.18472,7.66934,2.92019,4.68109,3.77779,3.06325,2.33226,1.77199,1.73995,4.44548,3.7942,1.78654
13.0142,4.09601,10.5262,5.60009,7.80294,2.30761,7.31457,3.92076,1.79168,4.06307,2.41187,2.70553,3.6356,2.26754,3.2666,3.47461,0.156358,3.15983
11.8815,7.88466,9.58843,9.02517,5.99023,9.42071,2.76429,5.62669,3.98508,4.6061,3.53767,4.6413,3.74752,2.12552,2.21152,3.00371,1.65097,2.50253
11.1372,9.25243,8.90104,6.51623,8.42096,3.27998,3.98338,9.67356,1.64552,2.34628,5.27558,1.82052,2.72315,3.10578,2.693,3.32121,0.915549,4.44562
9.59029,13.338,18.1859,4.85056,9.89282,7.81811,4.83478,4.42437,5.13353,8.38603,3.88363,3.77884,2.52719,4.03929,4.8186,1.38699,3.80754,2.14059
7.22064,16.2405,9.32141,6.932,9.64455,5.45016,8.12377,6.79693,7.38923,3.12082,4.74493,3.75882,4.65306,2.37657,1.83956,2.53925,1.31924,1.79263
11.3909,4.17135,7.44236,5.91997,8.7416,6.22257,2.98069,5.20013,3.32432,6.29816,4.95733,3.55184,2.89498,1.44985,3.36174,2.04057,2.38801,3.46137
