LogTau,F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12
-0.738558,0.435832,0.23337,0.11069,0.0337221,0.0181695,0.0123336,0.00442745,-0.003171,-0.0041096,0.00210523,0.00371315,0.00188181
-0.724138,0.454319,0.250363,0.122363,0.0505313,0.0147538,0.0104981,-0.0023298,-0.00678997,0.0109605,-0.00385617,-0.000175024,-0.00470654
-0.709718,0.486139,0.268244,0.139457,0.0540836,0.0379314,0.00327051,0.00847565,-0.00409297,-0.00318673,-0.00889554,0.00137021,-0.00316934
-0.695298,0.526006,0.288831,0.145203,0.0572116,0.0303105,0.00761124,-0.00289412,0.00714241,-0.0025093,0.00115416,-0.00151017,0.00400255
-0.680878,0.537967,0.309559,0.16012,0.0690676,0.016215,-0.000486446,0.01074,0.00336494,0.00550553,0.00470855,-0.00734813,-0.00301046
-0.666458,0.567629,0.339806,0.171801,0.0758452,0.0348281,0.00699584,-0.000979857,0.0066183,0.000861612,-0.00970949,0.00605119,-0.00954146
-0.652038,0.597457,0.353091,0.180806,0.0834553,0.0446807,0.0160427,-0.0161887,0.00520962,-0.00814914,-0.00214312,0.00637936,-0.00750574
-0.637618,0.630099,0.37581,0.201186,0.0827529,0.0432001,0.0174339,0.0178531,0.017835,-0.00262735,0.00915588,0.00923777,0.00405203
-0.623197,0.661654,0.419363,0.213424,0.108878,0.0330562,0.0251312,0.00569828,0.00351359,0.0025901,-0.00462628,-0.000311885,-0.00364776
-0.608777,0.694599,0.428161,0.2318,0.116434,0.0438302,0.0248048,0.013809,-0.000441653,0.00777556,-0.00408814,0.00195668,-0.00492251
-0.594357,0.706185,0.463951,0.254797,0.11912,0.0618797,0.0159675,0.0253462,-0.00206954,-0.00431594,0.00662733,-0.00123961,-0.000378191
-0.579937,0.74898,0.486142,0.276577,0.137775,0.0623618,0.0452529,0.00114994,0.000120945,-0.00474155,0.00463747,0.00261016,-0.000834846
-0.565517,0.761522,0.513823,0.288678,0.145353,0.0657303,0.0329274,0.0190297,0.0110827,0.00172266,0.00824053,0.0138128,-0.00959299
-0.551097,0.795375,0.538043,0.326101,0.165399,0.0719682,0.034048,0.0121036,0.00436984,0.00110524,-0.00356726,0.0059049,-0.00634254
-0.536677,0.82413,0.568003,0.338805,0.171179,0.0858737,0.0407316,0.0135026,0.00317588,0.0038295,-0.00871655,-0.00100435,-0.00271182
-0.522257,0.849959,0.589253,0.360813,0.191822,0.0908249,0.0494889,0.0168509,-0.00320394,-0.00348245,-0.00881763,-0.00171866,-0.00149787
-0.507837,0.867621,0.61868,0.385803,0.201915,0.103186,0.0347754,0.0254884,-0.00459216,0.00779225,-0.000243286,-0.00817817,-0.00140846
-0.493417,0.890047,0.651107,0.3911,0.223582,0.111761,0.0429288,0.0195459,0.0106508,0.00432316,0.00191949,0.000822152,0.0012277
-0.478997,0.916604,0.682387,0.450479,0.234048,0.120018,0.0475319,0.013471,0.00147826,-0.00730835,0.00334498,-0.00858244,-0.000666297
-0.464577,0.939713,0.712146,0.452922,0.25743,0.126326,0.0506408,0.0223305,0.0100246,0.00096866,0.00869655,-7.14348e-05,-0.00130529
-0.450157,0.93562,0.738195,0.491264,0.281428,0.132125,0.0720833,0.0370219,0.010903,0.00786583,0.00288259,-0.00516724,0.00910835
-0.435737,0.952577,0.776979,0.51859,0.296385,0.154768,0.0727299,0.0130886,0.0124009,0.00352543,0.000981881,0.00585211,-0.00182044
-0.421317,0.967816,0.794775,0.535386,0.312692,0.161895,0.0787768,0.0383369,0.0184582,-0.000224975,0.00212014,-0.0010408,-0.00106835
-0.406897,0.978745,0.818675,0.560988,0.3418,0.179034,0.0855822,0.043084,0.0107803,0.00703712,-0.00326147,-0.0042019,-0.00782473
-0.392476,0.989566,0.845569,0.59042,0.365936,0.192935,0.100193,0.0405996,0.0153286,-0.00231998,0.00754242,0.00313327,0.000368641
-0.378056,0.995497,0.859619,0.626054,0.391126,0.210911,0.114267,0.0536091,0.0243765,0.00162171,-0.00226209,0.000471343,-0.00297719
-0.363636,1.00309,0.88372,0.640475,0.412752,0.226898,0.111995,0.0363887,0.0288169,0.00266865,0.0143729,-0.0058223,-0.00500809
-0.349216,1.00057,0.912491,0.66944,0.43513,0.235079,0.130719,0.0532046,0.030341,0.00308505,-0.00457124,-0.00774525,0.00188355
-0.334796,0.98964,0.925589,0.702333,0.465934,0.27178,0.136239,0.0680628,0.032042,0.0160012,-0.00202674,-0.0120481,0.00983954
-0.320376,1.00215,0.946491,0.727653,0.476605,0.283235,0.149905,0.0717052,0.0306826,0.00470932,0.0044466,0.00283711,0.000568909
-0.305956,0.99258,0.944375,0.753695,0.51022,0.304972,0.160699,0.0795088,0.0337952,0.0142521,0.012994,0.00328324,0.00140998
-0.291536,0.974554,0.968176,0.777915,0.535793,0.323766,0.182502,0.0811983,0.0391074,0.0172041,0.00319915,0.000333318,0.00204583
-0.277116,0.967809,0.96627,0.805304,0.568971,0.343972,0.178595,0.0987005,0.0451972,0.0268607,0.003312,0.00138723,0.000612118
-0.262696,0.956162,0.979062,0.830019,0.585497,0.362862,0.209814,0.110324,0.0471384,0.0239435,0.00318639,-0.00408481,0.0055542
-0.248276,0.949163,0.989815,0.852296,0.619731,0.395707,0.208005,0.110508,0.0554553,0.0258826,-0.00196627,-0.00121093,0.00410941
-0.233856,0.935829,0.986199,0.873497,0.649499,0.405193,0.232043,0.116744,0.0639595,0.0195914,0.00924007,-0.00601924,-0.000134346
-0.219436,0.912843,1.00747,0.887148,0.668512,0.434085,0.242743,0.127515,0.0544526,0.029054,0.00297768,0.00026587,0.016664
-0.205016,0.884232,1.0042,0.911039,0.695504,0.449876,0.258422,0.145288,0.0695726,0.0263998,0.0150062,0.000976908,0.00600727
-0.190596,0.874336,1.00268,0.921864,0.723088,0.475462,0.280624,0.148051,0.0707189,0.0424477,0.0168198,0.0162435,0.00440539
-0.176176,0.848848,0.990074,0.939584,0.745164,0.51738,0.315916,0.159355,0.0880722,0.0306016,0.0159016,0.0046323,-0.00304317
-0.161755,0.81843,0.994467,0.955256,0.775206,0.528758,0.331719,0.181681,0.0866303,0.0358979,0.0177052,0.0215251,-0.000675585
-0.147335,0.798303,0.9715,0.967137,0.795387,0.559006,0.346765,0.183409,0.0864929,0.0510962,0.0126222,0.00689748,0.00888437
-0.132915,0.758894,0.967763,0.976548,0.809818,0.58691,0.380497,0.212725,0.115344,0.0558195,0.0235103,0.0101845,0.00797291
-0.118495,0.749854,0.963263,0.987802,0.842371,0.620222,0.396926,0.221445,0.118983,0.0500977,0.0199759,0.00776269,-0.00542451
-0.104075,0.714139,0.942232,0.992521,0.861668,0.642982,0.405604,0.241498,0.138423,0.0562987,0.0288298,0.00771476,0.00236486
-0.0896552,0.692049,0.923815,0.992882,0.882141,0.67769,0.439827,0.255051,0.134404,0.0634938,0.0330491,0.0194144,0.00554316
-0.0752351,0.66895,0.90798,1.0037,0.906412,0.701881,0.458847,0.276059,0.146064,0.0734977,0.0304372,0.0132144,0.00418155
-0.060815,0.627436,0.892687,1.001,0.911759,0.71929,0.481156,0.286507,0.15724,0.0846838,0.0353691,0.0090793,0.00469179
-0.046395,0.59355,0.873123,0.999189,0.933572,0.739904,0.505837,0.31349,0.160931,0.0823079,0.0408251,0.0131263,0.000484546
-0.0319749,0.582876,0.842237,0.994781,0.938892,0.770016,0.526226,0.330024,0.183577,0.0979382,0.0400669,0.0162455,0.00570196
-0.0175549,0.542779,0.826616,0.988266,0.975483,0.782651,0.548721,0.34299,0.206584,0.0961224,0.0460674,0.020795,0.0107672
-0.0031348,0.521047,0.807097,0.975346,0.966549,0.815293,0.579234,0.37464,0.220087,0.115154,0.0581814,0.0282094,0.0162735
0.0112853,0.481656,0.777666,0.972567,0.97828,0.840798,0.611198,0.38209,0.230583,0.122685,0.0554436,0.023483,0.00640707
0.0257053,0.456912,0.754369,0.961639,0.986897,0.846358,0.636829,0.409356,0.241334,0.134534,0.0577518,0.0327651,0.0185414
0.0401254,0.437387,0.72733,0.938066,0.991059,0.875531,0.664455,0.434681,0.264629,0.142612,0.0739687,0.0192928,0.0296611
0.0545455,0.388691,0.701033,0.932683,0.997273,0.888627,0.680806,0.458672,0.274377,0.154004,0.07494,0.034017,0.0126759
0.0689655,0.385053,0.665402,0.916203,1.01084,0.911764,0.715723,0.475759,0.297225,0.173492,0.0899145,0.0456236,0.0231911
0.0833856,0.347402,0.63714,0.888836,1.00151,0.947799,0.726839,0.493833,0.306876,0.178355,0.0995511,0.0436167,0.0248385
0.0978056,0.326064,0.595147,0.877723,1.01397,0.95368,0.759722,0.53806,0.327702,0.181155,0.0991219,0.0548555,0.0281327
0.112226,0.298286,0.580264,0.852525,0.986783,0.963712,0.784178,0.558437,0.352581,0.198296,0.10279,0.0447418,0.0216423
0.126646,0.273672,0.559541,0.833677,0.989856,0.97298,0.800201,0.578529,0.381091,0.21942,0.11445,0.052951,0.0237769
0.141066,0.258404,0.518595,0.812228,0.980566,0.984331,0.819848,0.61325,0.400719,0.243764,0.120234,0.0622423,0.0324691
0.155486,0.243503,0.504816,0.786004,0.965097,0.9873,0.851753,0.635993,0.404545,0.250948,0.125455,0.0738789,0.0405013
0.169906,0.214143,0.464087,0.748296,0.946988,0.995241,0.863731,0.653699,0.440694,0.262274,0.15495,0.0668528,0.0345196
0.184326,0.196733,0.446494,0.733291,0.945576,0.999968,0.887,0.681452,0.466195,0.28228,0.154614,0.0846176,0.0435232
0.198746,0.192004,0.414274,0.700922,0.932152,1.0008,0.898857,0.69703,0.480342,0.293279,0.17061,0.100912,0.0438271
0.213166,0.177453,0.38704,0.670333,0.904614,1.00486,0.912167,0.738346,0.515686,0.313589,0.175647,0.0972851,0.0422312
0.227586,0.155355,0.365865,0.657209,0.889714,0.998866,0.935227,0.755774,0.524622,0.340935,0.191089,0.0995487,0.0556418
0.242006,0.152773,0.337277,0.623093,0.875935,1.00726,0.940895,0.780596,0.555591,0.352542,0.213353,0.114798,0.0578135
0.256426,0.127836,0.322415,0.598163,0.844905,0.986916,0.965337,0.808891,0.583749,0.375079,0.226405,0.111762,0.0540717
0.270846,0.125634,0.310859,0.5626,0.840705,0.990094,0.958883,0.814511,0.609506,0.396446,0.246846,0.13672,0.0770281
0.285266,0.105496,0.286266,0.538293,0.81103,0.982851,0.983696,0.840462,0.63442,0.417323,0.255237,0.130015,0.0729243
0.299687,0.095308,0.254925,0.514628,0.792293,0.977602,0.987676,0.860793,0.64488,0.440305,0.275593,0.142032,0.0742611
0.314107,0.0935344,0.24425,0.486855,0.765602,0.94869,1.00128,0.870908,0.666615,0.452859,0.289414,0.165788,0.0800381
0.328527,0.0777563,0.22681,0.467582,0.731541,0.951747,0.991286,0.877968,0.702671,0.485529,0.302708,0.186806,0.0914791
0.342947,0.066658,0.206999,0.435986,0.714132,0.931996,1.00436,0.909381,0.709939,0.506116,0.315019,0.204964,0.0991602
0.357367,0.0640212,0.183246,0.415293,0.693518,0.904907,0.998206,0.924735,0.738396,0.531905,0.341997,0.204047,0.109763
0.371787,0.0711392,0.157634,0.391916,0.670754,0.894629,1.00973,0.933383,0.758123,0.562006,0.35383,0.204538,0.123175
0.386207,0.0629325,0.15255,0.36171,0.644462,0.874361,0.98479,0.950777,0.793952,0.576256,0.376412,0.232435,0.120854
0.400627,0.0532542,0.134164,0.342872,0.598442,0.858434,0.992751,0.965281,0.803177,0.599724,0.396127,0.230163,0.135712
0.415047,0.0423954,0.130698,0.32275,0.586621,0.831486,0.982595,0.976914,0.832104,0.620206,0.420662,0.246178,0.140828
0.429467,0.0367973,0.116704,0.297217,0.550656,0.817972,0.977157,0.985268,0.860385,0.640621,0.432445,0.271422,0.160566
0.443887,0.0382788,0.124753,0.279944,0.523936,0.793482,0.962504,0.982795,0.861272,0.670448,0.450428,0.288646,0.165634
0.458307,0.036499,0.108434,0.258282,0.503067,0.756198,0.949194,0.995386,0.878954,0.699411,0.474367,0.311706,0.171472
0.472727,0.0400873,0.0949738,0.245387,0.475509,0.737452,0.946148,1.00192,0.903098,0.705627,0.501336,0.323387,0.18794
0.487147,0.0303387,0.0979314,0.229435,0.455227,0.723721,0.929042,0.998819,0.9245,0.741776,0.525743,0.348167,0.211398
0.501567,0.0309855,0.0818889,0.211577,0.433197,0.694153,0.91853,0.998854,0.930738,0.756991,0.547941,0.357589,0.217865
0.515987,0.0209393,0.0819447,0.191253,0.408107,0.67012,0.898111,1.008,0.951479,0.774034,0.568053,0.366291,0.225709
0.530408,0.0302359,0.0687029,0.181137,0.395757,0.634353,0.876422,0.989724,0.968197,0.805207,0.601901,0.399498,0.243348
0.544828,0.0301779,0.0731304,0.16837,0.35766,0.618971,0.858508,0.989163,0.969191,0.811313,0.61533,0.4222,0.266477
0.559248,0.0397874,0.0683409,0.153796,0.335156,0.599392,0.842886,0.986212,0.978877,0.845144,0.637435,0.441986,0.284777
0.573668,0.0346912,0.062197,0.14081,0.319049,0.554711,0.825346,0.970874,0.983616,0.864595,0.672483,0.458455,0.297111
0.588088,0.0252809,0.0509599,0.134497,0.295301,0.530597,0.798076,0.974204,0.980517,0.861258,0.690079,0.484729,0.30311
0.602508,0.0359328,0.0560883,0.14026,0.277424,0.522269,0.782475,0.958432,1.0021,0.89096,0.703635,0.4938,0.324453
0.616928,0.0302672,0.0431097,0.127252,0.263299,0.487135,0.766946,0.928313,0.988847,0.911277,0.731765,0.525004,0.352882
0.631348,0.0380553,0.0538381,0.103028,0.243028,0.465811,0.733445,0.922444,1.00548,0.928474,0.748814,0.551249,0.360268
0.645768,0.0448875,0.0457245,0.102596,0.227448,0.443863,0.703883,0.913778,1.00751,0.9263,0.777674,0.55795,0.376889
0.660188,0.0458992,0.0516675,0.0813849,0.221174,0.412376,0.680824,0.900941,0.995842,0.949136,0.800462,0.582935,0.391329
0.674608,0.0429416,0.0585357,0.0935261,0.208337,0.39328,0.653994,0.883254,1.00004,0.97611,0.810456,0.613526,0.425009
0.689028,0.0495527,0.0418377,0.0887535,0.193689,0.376443,0.632689,0.863728,0.985845,0.971324,0.829027,0.632353,0.431042
0.703448,0.0439154,0.0511204,0.0765822,0.17703,0.363129,0.599432,0.835537,0.975926,0.979672,0.857168,0.654483,0.448534
0.717868,0.0650032,0.0609462,0.0749905,0.153258,0.346645,0.58278,0.826308,0.968585,0.982913,0.874163,0.679489,0.489658
0.732288,0.0582254,0.0532735,0.0696028,0.15212,0.308702,0.567154,0.805191,0.979933,0.991251,0.888019,0.704611,0.495218
0.746708,0.0607807,0.0553368,0.0708011,0.138074,0.298452,0.529033,0.783002,0.955167,0.992615,0.895359,0.71392,0.520252
0.761129,0.0493287,0.0521541,0.0739704,0.132377,0.27434,0.514717,0.752551,0.94903,1.00463,0.921869,0.740075,0.542876
0.775549,0.0755569,0.0597194,0.0769901,0.124384,0.279526,0.490978,0.740056,0.930785,1.0013,0.932333,0.771587,0.564441
0.789969,0.0807228,0.060716,0.0769498,0.120869,0.261241,0.480224,0.727163,0.917727,1.00174,0.945791,0.792736,0.589818
0.804389,0.0821911,0.070914,0.0762668,0.119305,0.224552,0.443221,0.690011,0.903494,1.00375,0.950177,0.792208,0.601737
0.818809,0.0852476,0.0655466,0.0855989,0.111572,0.23179,0.42198,0.672739,0.886148,1.00796,0.96106,0.81678,0.614378
0.833229,0.0919972,0.0717913,0.0775389,0.113704,0.206295,0.401481,0.654702,0.860284,0.994804,0.971731,0.847436,0.643013
0.847649,0.0955362,0.0896648,0.0790933,0.10974,0.205726,0.39154,0.616305,0.861877,0.978944,0.984338,0.854246,0.667493
0.862069,0.102773,0.0927839,0.0850484,0.100401,0.189121,0.37077,0.588374,0.82348,0.977582,0.995839,0.879134,0.687837
0.876489,0.108523,0.0840723,0.0840616,0.10081,0.178249,0.341211,0.578139,0.808544,0.964893,0.991193,0.8918,0.716477
0.890909,0.103379,0.097979,0.0848082,0.091391,0.170658,0.322453,0.546588,0.798838,0.948023,0.99973,0.901363,0.724901
0.905329,0.117731,0.102349,0.0810101,0.103644,0.162749,0.321507,0.532604,0.765255,0.947524,0.985186,0.916349,0.758351
0.919749,0.129923,0.112221,0.0952647,0.101821,0.161596,0.286305,0.509046,0.758342,0.93562,0.99364,0.928776,0.786523
0.934169,0.124896,0.110504,0.108908,0.0962976,0.147748,0.287781,0.477533,0.721119,0.924213,1.00445,0.942352,0.780659
0.948589,0.128534,0.127624,0.119041,0.104944,0.135111,0.265375,0.467992,0.711747,0.905155,0.993706,0.966526,0.811235
0.963009,0.140354,0.129823,0.114139,0.104216,0.140744,0.240468,0.445719,0.691504,0.894039,0.987779,0.971184,0.83559
0.977429,0.147436,0.127499,0.107695,0.106452,0.139911,0.245253,0.420321,0.671028,0.874312,0.996097,0.979308,0.840326
0.99185,0.144044,0.132089,0.124659,0.105076,0.138694,0.221516,0.406618,0.640945,0.8589,0.979803,0.985589,0.872685
1.00627,0.156409,0.154019,0.13245,0.112953,0.132304,0.219243,0.400328,0.626447,0.835956,0.980471,0.988304,0.874828
1.02069,0.16332,0.166954,0.134531,0.123326,0.136909,0.210187,0.374883,0.599945,0.828264,0.967044,0.98488,0.887008
1.03511,0.16726,0.165096,0.141157,0.118246,0.137961,0.205782,0.353794,0.581198,0.801939,0.961606,0.990731,0.902355
1.04953,0.180355,0.17594,0.138832,0.127053,0.133939,0.193283,0.351099,0.559832,0.772867,0.944548,1.00219,0.916391
1.06395,0.187391,0.168075,0.152769,0.125531,0.124557,0.188785,0.326977,0.534877,0.761878,0.938822,1.00527,0.940905
1.07837,0.190429,0.187139,0.164735,0.139862,0.144123,0.200771,0.313432,0.507058,0.754298,0.918512,1.01762,0.951248
1.09279,0.196552,0.191753,0.175619,0.1388,0.132076,0.172771,0.300147,0.503773,0.712534,0.903321,1.00627,0.951497
1.10721,0.199361,0.200896,0.178215,0.15395,0.141198,0.185056,0.291555,0.483196,0.703409,0.899434,0.994666,0.968194
1.12163,0.207236,0.203356,0.19291,0.156492,0.154278,0.161454,0.268725,0.445346,0.679293,0.889441,0.995675,0.977199
1.13605,0.211595,0.220927,0.191982,0.172035,0.147873,0.175789,0.262648,0.430996,0.670542,0.872272,0.982178,0.981338
1.15047,0.20696,0.230322,0.19249,0.162204,0.154749,0.171036,0.245998,0.406895,0.634814,0.846624,0.983451,0.994313
1.16489,0.218337,0.221636,0.214504,0.188926,0.157915,0.172112,0.262336,0.398815,0.623391,0.83242,0.963981,0.998097
1.17931,0.226981,0.229188,0.233514,0.193753,0.166503,0.17478,0.245503,0.383568,0.598477,0.818579,0.961532,0.998678
1.19373,0.230457,0.232381,0.215695,0.205277,0.1733,0.185871,0.230227,0.359973,0.589456,0.796855,0.9551,0.995228
1.20815,0.230767,0.240211,0.232017,0.194547,0.187608,0.178778,0.225135,0.362503,0.555193,0.764697,0.945437,1.00219
1.22257,0.230196,0.253022,0.233602,0.206361,0.187815,0.185313,0.208782,0.348161,0.542524,0.760383,0.927072,0.994757
1.23699,0.235024,0.265526,0.247881,0.226253,0.19667,0.191001,0.213427,0.329493,0.517468,0.734341,0.92508,1.00259
1.25141,0.244077,0.274361,0.256064,0.234932,0.201804,0.186016,0.228943,0.326583,0.509734,0.707517,0.906741,0.995936
1.26583,0.247868,0.271077,0.268673,0.249733,0.210881,0.190621,0.227077,0.316322,0.481042,0.692278,0.889305,0.994478
1.28025,0.243793,0.286115,0.282088,0.24247,0.212213,0.199134,0.221918,0.300205,0.472909,0.677071,0.880534,1.00005
1.29467,0.247068,0.287194,0.293764,0.252376,0.215507,0.207836,0.214615,0.300973,0.453718,0.658789,0.862296,0.983382
1.30909,0.250697,0.282519,0.30248,0.278522,0.235515,0.217084,0.215926,0.292582,0.430312,0.642245,0.85068,0.974665
1.32351,0.249264,0.290769,0.296278,0.28717,0.253894,0.230511,0.229925,0.27635,0.432238,0.617804,0.824077,0.974253
1.33793,0.252562,0.295999,0.312874,0.292977,0.261063,0.227152,0.21948,0.278332,0.40766,0.606464,0.817369,0.94791
1.35235,0.239042,0.309912,0.319266,0.299142,0.268367,0.234978,0.226834,0.267975,0.402465,0.589274,0.792448,0.948908
1.36677,0.257348,0.315397,0.317451,0.313682,0.279803,0.243697,0.232998,0.27244,0.395693,0.564128,0.776059,0.947225
1.38119,0.254931,0.313158,0.330811,0.330147,0.273137,0.256116,0.225575,0.278373,0.372183,0.556477,0.761831,0.920328
1.39561,0.249741,0.317545,0.344484,0.332641,0.29878,0.259477,0.241522,0.255243,0.363024,0.542876,0.740612,0.917934
1.41003,0.247712,0.312156,0.335802,0.339688,0.316411,0.27355,0.238021,0.259891,0.362664,0.52163,0.719244,0.907762
1.42445,0.242896,0.312192,0.349747,0.351373,0.330183,0.289405,0.259539,0.26197,0.352288,0.50381,0.712048,0.883424
1.43887,0.233292,0.306895,0.350837,0.362868,0.326018,0.294282,0.261223,0.272571,0.335945,0.47942,0.686497,0.8692
1.45329,0.243353,0.325246,0.353916,0.365734,0.341758,0.306027,0.260215,0.273518,0.346007,0.485516,0.671379,0.851499
1.46771,0.23276,0.312074,0.353492,0.368256,0.357363,0.297372,0.283305,0.273641,0.346555,0.458976,0.655301,0.841201
1.48213,0.237889,0.316474,0.374551,0.387739,0.366281,0.337115,0.283597,0.270523,0.341219,0.46326,0.635527,0.821877
1.49655,0.220612,0.311999,0.377843,0.373375,0.382709,0.328768,0.294237,0.289324,0.330444,0.435986,0.622854,0.805708
1.51097,0.229094,0.315389,0.367196,0.407429,0.379963,0.349043,0.307279,0.297012,0.317467,0.434592,0.61575,0.795757
1.52539,0.225367,0.30353,0.362492,0.402673,0.390332,0.354726,0.329716,0.300346,0.326845,0.425431,0.59042,0.786596
1.53981,0.209741,0.309206,0.387,0.404944,0.400482,0.367179,0.3273,0.313663,0.324323,0.414153,0.586462,0.778744
1.55423,0.214612,0.312952,0.377692,0.412289,0.422567,0.374588,0.350619,0.322354,0.316837,0.406895,0.560053,0.761503
1.56865,0.20704,0.306792,0.378588,0.416496,0.430572,0.39353,0.345177,0.320799,0.333241,0.403084,0.555338,0.737625
1.58307,0.19959,0.297671,0.380383,0.421453,0.43369,0.400143,0.366424,0.331238,0.322209,0.405312,0.554779,0.72829
1.59749,0.196013,0.304279,0.377538,0.433241,0.438431,0.415793,0.376108,0.342791,0.340253,0.396165,0.526607,0.710995
1.61191,0.19121,0.293202,0.382234,0.427156,0.444781,0.42546,0.376701,0.350155,0.337073,0.390897,0.513874,0.697995
1.62633,0.187442,0.280207,0.388436,0.427923,0.457213,0.43483,0.407525,0.356087,0.34355,0.385275,0.501306,0.682457
