HardSeg,AnnealTime,Modulus
21.065,12.7914,18.1971
40.5495,0.821641,128.201
38.6694,9.84055,169.827
17.2865,40.1213,7.33937
39.3285,2.53966,106.396
44.4507,0.30571,132.918
25.6043,49.5449,82.0584
44.7542,0.269379,100.061
37.55,0.401492,84.2281
39.3612,0.992255,87.3467
47.6235,0.103211,160.813
37.0288,9.69376,192.646
31.2919,67.6576,101.161
45.0379,9.29692,172.589
17.5918,67.0806,6.9847
36.6023,0.613239,105.65
22.0301,0.436766,36.3422
28.4117,31.4523,77.7352
23.5608,8.1171,48.7685
45.2237,42.5018,217.571
41.751,0.154488,115.82
33.0643,27.904,119.745
20.3465,0.120878,26.2222
37.5143,0.312032,98.8474
27.2511,0.804493,48.6428
28.2173,55.6593,94.9154
38.3503,0.624766,95.2335
18.2847,3.42649,21.62
34.6826,6.67304,138.248
38.3354,47.5738,161.334
34.7667,31.9799,128.862
28.2324,0.94295,52.1441
28.8399,69.7112,119.473
17.2119,14.0064,55.7271
34.8107,33.4046,84.7601
37.6599,51.0056,162.83
32.5059,0.520317,58.1452
41.4486,59.6484,180.624
19.6862,0.471921,61.0099
19.0515,0.158384,5
47.6535,1.49614,193.509
23.9237,1.23728,58.8028
23.9894,1.67365,42.4706
17.2851,1.288,34.4017
26.4646,0.163327,31.5988
44.7545,6.02319,207.622
22.6163,47.454,19.1547
27.0287,0.461387,51.143
37.9573,0.101393,86.7258
25.9668,3.41132,75.3511
21.7393,0.615783,36.565
20.1269,0.319765,10.4144
47.124,0.242944,172.862
34.9895,39.9959,120.144
47.5274,13.6281,215.905
29.6331,24.3766,112.123
30.4934,0.52732,84.099
34.991,14.0697,119.089
45.8912,13.4059,229.863
33.8687,47.2234,165.566
29.4427,75.8534,71.3788
45.5265,1.28797,139.86
42.5,0.384155,119.059
21.0161,1.859,14.8057
16.874,1.84241,46.3317
16.5513,0.277393,14.6948
47.9068,22.0922,240.167
34.8033,10.4413,152.67
46.0381,0.772266,150.954
37.559,35.8066,99.5728
45.9564,1.23077,125.309
26.162,1.80132,60.7048
26.9821,7.89717,82.1086
34.1238,16.9527,125.117
36.2515,0.431148,138.93
34.9746,5.28841,118.561
29.2644,10.7759,79.7943
26.1534,62.0941,99.1772
20.0793,11.3072,30.8479
18.9412,6.30384,48.8945
37.8503,0.815496,114.694
20.6333,0.722434,14.8545
36.7935,4.64486,124.261
17.9292,1.69768,5
40.8977,53.6668,150.398
30.0337,16.5971,112.12
46.6187,1.41531,152.076
27.0616,0.325571,89.1344
40.5982,2.68411,106.619
36.1352,52.5002,128.688
42.5553,0.575879,130.24
36.1085,0.131961,101.546
39.7201,28.5626,144.348
38.1033,0.191511,93.6902
47.437,4.53549,186.462
31.7593,0.97495,92.7103
34.1023,73.9719,156.632
27.5999,15.4231,109.815
20.2703,0.115283,5
17.1044,2.00871,30.9252
17.0148,51.0297,14.2013
21.8523,48.2285,10.1433
47.1531,6.56923,213.653
35.6675,69.8505,149.807
38.8828,29.284,130.356
22.9557,0.155029,80.2275
47.0273,0.183987,120.624
43.7505,1.43098,185.924
22.3624,33.5926,68.3151
22.5217,63.965,55.4923
26.2592,5.43818,94.142
24.2668,73.6863,63.8094
29.3354,21.1478,116.562
21.4874,17.3149,16.8265
16.9136,11.4453,56.5493
19.2703,0.868086,37.3942
23.7424,0.718753,53.331
24.9728,0.323077,29.8327
30.2797,0.756115,48.0619
31.433,2.8025,72.0622
17.9602,0.609349,5
46.0495,17.0963,219.098
16.3971,0.35464,6.19715
29.1712,37.2129,123.282
27.201,35.5869,96.8185
18.0216,64.3338,45.4736
47.8313,35.6224,244.325
45.6638,2.69912,157.606
25.1193,0.176371,39.5757
35.586,5.32265,157.879
40.497,0.617322,90.3703
37.2784,3.83809,149.06
24.575,60.1999,59.3382
31.3424,6.6751,55.7465
31.79,66.9565,101.342
44.5556,61.93,199.604
25.4998,0.20189,50.2185
17.7578,0.127762,5.49373
36.047,0.21193,130.064
27.3358,0.442136,31.5816
43.8028,0.3643,167.111
27.3423,0.110259,62.4949
41.7151,0.30827,89.9521
18.5154,59.1934,5
26.3526,10.5657,41.0929
16.1764,3.13991,5
39.2967,55.8746,167.687
37.5629,4.85487,186.48
18.2971,0.708278,16.5258
46.9559,6.77651,169.249
36.3306,3.45705,71.2036
29.1468,63.2294,121.259
25.3659,0.292355,69.4002
22.1856,1.31221,74.1843
28.1879,0.211615,53.2367
26.9513,42.7151,63.7666
33.2754,0.13639,126.231
21.5828,2.69477,20.6547
21.799,1.08792,49.1669
34.1933,0.162977,117.068
31.834,24.984,102.179
34.1131,13.1114,132.902
18.3797,1.585,31.8434
18.6293,0.13251,46.5145
21.4338,2.47372,30.1985
41.6794,1.68491,159.936
19.815,6.78793,48.715
47.9689,4.85222,164.487
21.5947,0.462979,64.2656
41.1461,19.3601,182.254
40.8278,58.1197,216.509
27.4758,8.16567,107.267
24.9691,69.6126,44.6591
44.8199,0.391594,142.917
35.0204,38.798,121.353
18.2789,1.01236,39.0629
34.2521,2.27842,83.0936
38.8198,3.51666,101.283
44.8695,0.690725,160.673
33.5913,32.3832,144.005
33.8932,4.16755,75.6471
24.8842,41.0101,83.7529
28.5514,0.774065,57.9764
47.8187,2.97197,206.063
26.2379,22.2399,65.2539
28.2104,0.144137,38.4549
36.0022,61.0769,121.196
37.9214,3.1896,141.466
38.4157,0.247646,128.281
24.1317,32.8916,44.5919
42.913,15.3795,186.153
45.4978,70.9775,228.244
20.5344,12.9944,75.0632
43.2345,0.413569,153.636
29.1628,1.6611,58.3598
16.9768,3.47703,5
45.8738,39.7157,209.417
20.946,27.7422,54.8763
38.5925,10.4541,132.525
45.8067,5.00121,186.002
47.6048,5.59566,223.017
29.6031,0.638601,121.446
27.7697,1.82147,70.1658
40.6729,6.35273,172.145
32.7645,0.246772,78.5834
41.5099,0.882553,122.98
23.106,2.02429,75.6003
38.2571,1.8593,106.805
27.9904,23.3532,95.6663
34.1444,50.0485,157.834
16.3118,18.836,5
27.0002,53.6156,104.798
24.0882,48.3196,69.8148
43.7715,15.2939,182.893
29.4778,0.653521,68.0498
18.6417,16.9834,10.4517
21.7507,0.15934,71.5303
23.6642,0.373155,30.6562
24.4414,28.2117,102.513
30.9878,0.3674,103.121
35.6928,0.197916,84.1007
41.9573,4.4647,156.467
22.3614,0.542844,68.969
38.8688,1.25158,166.438
44.3168,6.8022,182.035
25.4395,0.268615,82.7663
37.609,0.22576,122.551
35.6578,0.198906,116.578
17.1648,23.155,9.24295
29.9035,0.510898,97.5381
18.0918,0.14801,56.0477
25.0745,4.54348,59.3574
47.5458,4.63304,213.609
28.45,0.176194,34.0764
32.3973,3.6228,63.6424
18.3743,0.295021,16.1423
32.4289,29.8626,124.385
17.4715,49.76,28.9964
21.8526,55.3865,30.6546
33.9997,0.118594,41.7027
28.4012,25.0542,79.4479
25.0158,0.182817,30.9016
41.9025,0.511363,146.35
27.4037,8.24184,89.4457
17.1511,3.67758,12.9925
43.3835,18.2519,218.475
47.6868,9.57246,245.283
16.8837,0.652489,25.3461
35.4032,39.624,126.742
18.2839,3.94449,59.8872
22.3397,76.9082,68.757
16.3383,0.444166,5
26.7342,1.03577,40.8408
46.1859,28.2928,229.806
26.9216,78.579,125.925
19.571,0.296665,24.2227
45.8951,4.03838,163.962
36.7936,1.97315,124.432
47.4184,0.311479,183.154
47.5986,65.7943,214.292
25.352,0.292639,6.06622
19.7158,0.894675,19.2801
17.5376,5.44529,5
41.114,13.8796,225.92
22.9314,2.35706,49.2209
41.7971,27.3625,193.41
44.5308,17.9804,194.889
34.1381,10.083,73.9683
29.5517,8.40974,110.696
25.3227,35.6838,62.652
32.5706,14.4241,131.606
17.3862,0.274468,5
24.7679,14.4807,25.1029
17.1467,1.03885,43.1324
46.5379,24.4501,203.416
33.7092,3.74131,129.152
43.2495,79.1886,214.792
33.8541,1.10823,82.5864
17.1543,25.07,7.45989
32.7514,0.103366,107.323
44.7623,0.48815,113.274
29.186,0.186991,16.8008
39.2721,0.329197,145.88
43.0732,1.57545,165.179
46.0877,61.6341,259.92
23.8625,0.715853,48.727
16.8245,3.38057,32.3861
25.0063,0.363635,53.8894
46.131,43.0226,228.9
45.2909,21.5373,244.723
41.3228,4.1308,182.639
36.3594,0.906527,78.2469
21.4677,0.545815,5
44.3434,4.68565,154.677
43.0354,20.9275,185.579
27.1776,5.88213,60.6257
27.185,34.9235,86.4773
27.1328,0.457242,69.3546
45.303,23.0415,189.675
28.1391,22.3015,89.6079
32.2694,22.2888,97.6039
47.9419,1.49205,181.432
44.2456,8.73069,201.749
43.4851,8.4824,174.906
36.5023,0.29419,71.1659
24.0029,38.5359,72.9318
44.5049,0.205115,151.37
36.6212,0.107124,142.423
46.5578,12.4376,211.331
22.5152,0.227734,44.4642
37.653,53.7246,175.844
16.9958,3.84385,52.7913
26.5251,66.6886,103.023
44.2156,19.6184,201.644
39.7858,3.19456,111.324
24.4443,24.5233,68.5661
17.4132,1.42661,46.0332
32.2212,20.7467,90.3751
29.2404,0.222794,36.3782
37.8921,0.358686,81.0099
32.1669,25.051,84.1394
23.5338,2.42409,58.0695
47.9305,0.753814,160.477
24.7183,6.91466,60.8381
19.1631,2.65638,5
45.8739,6.34107,224.617
34.2538,0.688475,128.481
24.7559,3.20021,16.9517
41.145,10.7932,205.928
42.6245,0.695819,118.156
35.8203,75.141,172.587
36.8661,8.63398,112.322
35.0737,2.87724,82.9999
40.381,4.16001,119.573
33.6374,4.51041,110.616
46.5206,12.5715,189.217
29.6836,0.963689,35.4406
43.8491,0.183967,139.557
28.5446,16.2759,127.344
39.3239,19.6562,197.595
45.7386,4.22603,215.678
29.6058,0.379918,45.4466
34.3476,7.31036,100.398
42.6585,0.213714,99.9989
28.7568,24.8196,83.6999
42.1032,7.98431,170.595
33.1758,8.11416,69.8716
39.8385,0.454859,112.123
41.4723,9.22571,180.962
41.773,0.42556,139.322
24.3087,14.827,43.566
44.2323,4.42646,149.108
16.2824,0.175596,10.8439
20.5258,0.181448,9.31405
38.6301,4.24439,116.018
25.7866,8.7343,55.3592
16.0046,0.171757,17.184
35.0698,2.257,112.857
43.4573,2.02934,170.288
18.2182,18.857,50.9511
19.5829,0.720047,7.74669
30.039,0.115773,82.4915
41.7232,0.157805,112.785
35.225,0.357576,64.4362
46.5509,5.68748,201.583
45.4539,13.1592,204.574
16.1838,0.292811,24.0072
17.245,0.13229,5
24.7725,5.66976,90.1195
19.9446,3.82728,68.1769
37.8877,11.3968,169.059
40.8373,9.22133,159.11
22.3613,0.104067,45.2842
38.7177,32.4557,183.778
21.0887,0.358706,51.3673
34.6888,61.4672,159.986
28.0626,0.294665,30.3875
41.6391,3.88256,137.742
39.697,22.6027,143.989
22.304,3.97264,15.6065
35.1822,52.1684,160.273
24.6284,1.76093,16.1413
20.6104,0.101446,50.598
40.2615,0.224215,111.22
28.7285,31.2199,94.606
37.3509,0.131004,86.5722
47.1404,5.79457,201.64
33.3382,0.373389,88.2299
37.2409,0.751655,162.867
40.9482,0.332884,130.555
23.6799,3.4893,58.925
34.0899,8.64527,128.68
41.6791,34.9848,211.507
18.8511,0.496957,44.168
38.3476,0.220543,98.0282
38.3291,3.16908,158.205
32.8522,0.171002,54.6567
47.4799,4.14537,189.749
40.9885,23.0107,169.648
29.3438,0.219618,47.3323
45.1981,9.91574,187.843
42.7334,41.256,190.215
31.3347,52.9595,124.772
27.3507,5.0271,69.5838
17.6097,36.9238,28.6275
22.9482,5.5608,9.1263
41.1852,0.287906,154.133
43.7425,6.84729,202.937
39.0553,9.56434,132.485
17.9355,52.2095,61.1176
35.153,33.4882,149.143
40.2525,1.85532,120.569
33.0734,42.7265,108.007
34.4862,5.59667,105.888
34.366,46.64,105.194
24.5375,20.785,53.4305
21.9479,36.1392,45.3602
19.2568,0.164429,37.692
16.7842,0.771931,15.3916
16.0883,23.5968,24.1453
36.8748,31.8038,127.016
36.9734,2.10464,116.834
42.386,19.1209,190.671
41.3926,3.78052,170.343
26.3171,6.78091,59.4964
43.5841,0.77122,100.143
42.7302,1.43253,163.26
37.8514,0.120019,106.582
18.9144,0.270086,39.0713
39.0872,0.309605,86.0724
17.2928,0.115844,56.3033
34.0807,1.01316,77.9853
42.3165,0.295266,138.414
46.8753,2.48078,174.302
17.3585,0.808767,24.5378
38.3593,0.223614,89.288
33.2642,66.2585,78.6332
31.7011,11.0608,70.3221
44.2949,77,234.073
47.3279,1.06418,132.75
37.3264,0.383972,122.243
47.7339,2.49072,190.842
33.5842,0.12657,78.1522
47.9004,3.3317,203.046
21.5616,0.449468,39.5482
18.9373,1.37788,9.75886
44.3325,0.191207,170.037
27.3575,0.820992,33.6222
47.1459,2.00271,156.635
19.0828,3.00434,49.6228
27.1155,0.70072,48.2145
42.8665,2.30935,129.698
43.5277,0.143895,175.755
47.6185,0.814443,182.924
41.3355,4.7028,132.911
22.5861,0.402428,52.9396
45.241,0.306858,137.16
24.9007,2.62295,74.2498
30.7898,5.56097,88.3903
30.9946,6.72125,136.8
25.7871,0.464136,53.0203
28.7044,4.42197,71.6757
18.5901,64.5109,26.9435
22.6296,0.339134,55.8166
20.7205,0.484116,28.4389
43.2795,0.284848,149.919
28.9713,0.479144,76.1019
45.9036,0.101906,144.68
31.2387,0.378648,94.9506
40.8633,5.67583,125.464
34.4035,10.8496,133.177
22.0184,11.7674,23.1581
18.6579,2.30419,54.8391
29.4709,11.2119,147.105
24.3847,8.27335,63.8808
47.1654,2.87363,158.167
22.4242,32.0235,61.0405
46.5983,0.387523,171.503
24.7921,11.3147,28.4014
35.4648,26.8248,116.016
20.8863,0.11591,55.4121
27.9888,0.630459,73.1008
20.1626,18.6214,37.8418
19.3678,60.3932,9.85654
42.6909,0.980657,157.641
22.2026,9.34647,5
44.1608,0.39052,172.729
24.2351,1.03323,71.147
47.6755,9.26668,201.809
22.9333,0.269479,51.9282
35.9903,0.641498,98.7024
21.2857,0.169368,49.0241
27.238,0.477973,58.9598
38.9514,65.6585,187.907
37.0052,9.60142,150.446
17.9371,12.3132,24.6486
27.7817,1.52582,89.2447
38.501,1.87522,117.658
34.711,0.327251,100.1
37.2626,9.0569,129.399
29.2401,0.152235,101.805
37.2864,62.3569,171.972
43.0321,6.57731,164.189
20.6009,2.72883,42.8846
43.824,48.3202,223.855
35.9314,0.31524,134.168
35.6553,2.08952,91.8457
25.6009,40.553,119.127
27.6186,1.01662,29.8919
23.9774,0.141326,41.0393
26.1467,0.685086,63.109
24.7044,19.4879,62.3598
24.1749,0.364323,43.9862
45.8217,48.1984,215.455
32.1558,0.284518,91.1956
44.6908,0.249447,152.52
31.6371,0.195014,81.6201
22.0466,53.3721,63.9887
33.7084,1.03414,67.6859
16.7949,4.14356,19.6492
25.5589,14.3415,82.8924
47.809,22.3659,224.066
24.6938,0.144846,52.1505
22.4903,0.347887,52.5153
36.3183,3.28159,139.799
36.0377,11.2795,152.664
22.3548,21.1262,61.9172
47.0429,3.59579,201.779
17.4803,0.357826,49.8875
27.9074,2.90664,15.1905
30.9872,0.200513,63.3222
38.568,2.06176,153.288
20.1467,0.269865,5
37.7613,0.343005,123.233
27.4707,7.45505,57.0764
44.4494,74.2032,246.068
43.6284,0.317505,157.903
35.8122,2.25702,136.287
24.5971,6.9679,46.9007
40.0175,28.4032,201.311
26.3195,0.772888,38.8489
17.515,30.0849,34.3815
27.3814,1.44234,100.949
40.9253,3.54843,139.008
38.6556,3.91252,78.6472
28.3997,4.06078,89.3692
29.2207,0.42257,50.7398
21.4104,0.538263,34.7853
25.3785,2.38691,52.9483
18.9137,45.3572,5
37.9781,30.8898,193.083
40.8187,0.517765,136.548
30.7088,17.8602,79.7118
37.3754,67.5863,144.143
22.1457,12.2899,40.532
